id,artist_name,year_of_birth,year_of_death,genre,nationality,filename,name_of_pic,year_of_pic,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,Sketch,color1-H,color1-S,color1-V,color2-H,color2-S,color2-V,color3-H,color3-S,color3-V,color4-H,color4-S,color4-V,color5-H,color5-S,color5-V,color6-H,color6-S,color6-V,color7-H,color7-S,color7-V,color8-H,color8-S,color8-V,color9-H,color9-S,color9-V,color10-H,color10-S,color10-V,color_theory_tag,color_intensity,amount_of_main_color,similar_pics
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_162.jpg,Horse final death,1502,"#ebebeb:0.28:(235, 235, 235)","#dedede:0.2:(222, 222, 222)","#f9f9f9:0.2:(249, 249, 249)","#cacaca:0.1:(202, 202, 202)","#b1b1b1:0.074:(177, 177, 177)","#979797:0.053:(151, 151, 151)","#7c7c7c:0.035:(124, 124, 124)","#080808:0.026:(  8,   8,   8)","#5d5d5d:0.024:( 93,  93,  93)","#373737:0.015:( 55,  55,  55)",Y,0.00,0.00,0.92,0.00,0.00,0.87,0.00,0.00,0.98,0.00,0.00,0.79,0.00,0.00,0.69,0.00,0.00,0.59,0.00,0.00,0.49,0.00,0.00,0.03,0.00,0.00,0.36,0.00,0.00,0.22,NULL,0.0,3,"Albrecht_Dürer_172.jpg,Francisco_Goya_262.jpg,Francisco_Goya_276.jpg,Marc_Chagall_79.jpg,Albrecht_Dürer_173.jpg,Edvard_Munch_23.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_165.jpg,The Nativity,1504,"#cbbeae:0.26:(203, 190, 174)","#bfb2a0:0.13:(191, 178, 160)","#aea190:0.093:(174, 161, 144)","#877b6c:0.088:(135, 123, 108)","#9b8e7e:0.088:(155, 142, 126)","#73685b:0.085:(115, 104,  91)","#5f564a:0.082:( 95,  86,  74)","#4c4439:0.072:( 76,  68,  57)","#3a3229:0.061:( 58,  50,  41)","#262019:0.043:( 38,  32,  25)",Y,33.10,0.14,0.80,34.84,0.16,0.75,34.00,0.17,0.68,33.33,0.20,0.53,33.10,0.19,0.61,32.50,0.21,0.45,34.29,0.22,0.37,34.74,0.25,0.30,31.76,0.29,0.23,32.31,0.34,0.15,NULL,0.19353,2,"Henri_de_Toulouse-Lautrec_19.jpg,Pierre-Auguste_Renoir_295.jpg,Claude_Monet_17.jpg,Albrecht_Dürer_223.jpg,Paul_Gauguin_198.jpg,Pieter_Bruegel_33.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_166.jpg,Madonna and child on the grassy bank,1514,"#ededed:0.27:(237, 237, 237)","#e1e1e1:0.18:(225, 225, 225)","#f8f8f8:0.17:(248, 248, 248)","#d3d3d3:0.11:(211, 211, 211)","#c1c1c1:0.069:(193, 193, 193)","#acacac:0.058:(172, 172, 172)","#949494:0.048:(148, 148, 148)","#7a7a7a:0.04:(122, 122, 122)","#5f5f5f:0.036:( 95,  95,  95)","#414141:0.024:( 65,  65,  65)",Y,0.00,0.00,0.93,0.00,0.00,0.88,0.00,0.00,0.97,0.00,0.00,0.83,0.00,0.00,0.76,0.00,0.00,0.67,0.00,0.00,0.58,0.00,0.00,0.48,0.00,0.00,0.37,0.00,0.00,0.25,NULL,0.0,4,"Pierre-Auguste_Renoir_6.jpg,Vincent_van_Gogh_364.jpg,Albrecht_Dürer_28.jpg,Marc_Chagall_33.jpg,Leonardo_da_Vinci_46.jpg,Vincent_van_Gogh_727.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_167.jpg,The Bagpiper,1514,"#cac7b6:0.45:(202, 199, 182)","#686757:0.081:(104, 103,  87)","#555546:0.075:( 85,  85,  70)","#7b7a68:0.075:(123, 122, 104)","#bdbba8:0.073:(189, 187, 168)","#8f8d7a:0.066:(143, 141, 122)","#434335:0.06:( 67,  67,  53)","#a5a38f:0.05:(165, 163, 143)","#d6d5c8:0.043:(214, 213, 200)","#2e2f22:0.032:( 46,  47,  34)",Y,51.00,0.10,0.79,56.47,0.16,0.41,60.00,0.18,0.33,56.84,0.15,0.48,54.29,0.11,0.74,54.29,0.15,0.56,60.00,0.21,0.26,54.55,0.13,0.65,55.71,0.07,0.84,64.62,0.28,0.18,NULL,0.13171000000000002,1,"Albrecht_Dürer_280.jpg,Joan_Miro_13.jpg,Paul_Gauguin_127.jpg,Alfred_Sisley_255.jpg,Paul_Gauguin_198.jpg,Henri_de_Toulouse-Lautrec_65.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_169.jpg,Head of a apostle,Unknown,"#727272:0.21:(114, 114, 114)","#666666:0.2:(102, 102, 102)","#7f7f7f:0.19:(127, 127, 127)","#575757:0.098:( 87,  87,  87)","#8e8e8e:0.07:(142, 142, 142)","#454545:0.065:( 69,  69,  69)","#0a0a0a:0.058:( 10,  10,  10)","#333333:0.052:( 51,  51,  51)","#212121:0.044:( 33,  33,  33)","#b1b1b1:0.0065:(177, 177, 177)",Y,0.00,0.00,0.45,0.00,0.00,0.40,0.00,0.00,0.50,0.00,0.00,0.34,0.00,0.00,0.56,0.00,0.00,0.27,0.00,0.00,0.04,0.00,0.00,0.20,0.00,0.00,0.13,0.00,0.00,0.69,NULL,0.0,3,"Alfred_Sisley_163.jpg,Paul_Gauguin_100.jpg,Andrei_Rublev_73.jpg,Albrecht_Dürer_237.jpg,Amedeo_Modigliani_37.jpg,Edgar_Degas_659.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_17.jpg,Arm of Eve,1507,"#858585:0.22:(133, 133, 133)","#8f8f8f:0.18:(143, 143, 143)","#7a7a7a:0.18:(122, 122, 122)","#9b9b9b:0.13:(155, 155, 155)","#6c6c6c:0.12:(108, 108, 108)","#5b5b5b:0.067:( 91,  91,  91)","#444444:0.034:( 68,  68,  68)","#aeaeae:0.03:(174, 174, 174)","#2b2b2b:0.024:( 43,  43,  43)","#0f0f0f:0.02:( 15,  15,  15)",Y,0.00,0.00,0.52,0.00,0.00,0.56,0.00,0.00,0.48,0.00,0.00,0.61,0.00,0.00,0.42,0.00,0.00,0.36,0.00,0.00,0.27,0.00,0.00,0.68,0.00,0.00,0.17,0.00,0.00,0.06,NULL,0.0,5,"Gustav_Klimt_102.jpg,Albrecht_Dürer_222.jpg,Albrecht_Dürer_90.jpg,Henri_Matisse_140.jpg,Edgar_Degas_482.jpg,Paul_Cezanne_29.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_172.jpg,The Cross of Christ,Unknown,"#ebebeb:0.26:(235, 235, 235)","#e0e0e0:0.24:(224, 224, 224)","#f6f6f6:0.15:(246, 246, 246)","#d2d2d2:0.14:(210, 210, 210)","#c0c0c0:0.081:(192, 192, 192)","#acacac:0.056:(172, 172, 172)","#959595:0.037:(149, 149, 149)","#7d7d7d:0.027:(125, 125, 125)","#5e5e5e:0.014:( 94,  94,  94)","#373737:0.0057:( 55,  55,  55)",Y,0.00,0.00,0.92,0.00,0.00,0.88,0.00,0.00,0.96,0.00,0.00,0.82,0.00,0.00,0.75,0.00,0.00,0.67,0.00,0.00,0.58,0.00,0.00,0.49,0.00,0.00,0.37,0.00,0.00,0.22,NULL,0.0,4,"Albrecht_Dürer_162.jpg,Francisco_Goya_262.jpg,Francisco_Goya_276.jpg,Marc_Chagall_79.jpg,Albrecht_Dürer_173.jpg,Edvard_Munch_23.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_173.jpg,Sitting Mary with child,1514,"#eaeaea:0.29:(234, 234, 234)","#e2e2e2:0.22:(226, 226, 226)","#f2f2f2:0.18:(242, 242, 242)","#d9d9d9:0.16:(217, 217, 217)","#cbcbcb:0.07:(203, 203, 203)","#b2b2b2:0.035:(178, 178, 178)","#959595:0.022:(149, 149, 149)","#767676:0.013:(118, 118, 118)","#525252:0.0077:( 82,  82,  82)","#262626:0.0035:( 38,  38,  38)",Y,0.00,0.00,0.92,0.00,0.00,0.89,0.00,0.00,0.95,0.00,0.00,0.85,0.00,0.00,0.80,0.00,0.00,0.70,0.00,0.00,0.58,0.00,0.00,0.46,0.00,0.00,0.32,0.00,0.00,0.15,NULL,0.0,4,"Edvard_Munch_23.jpg,Albrecht_Dürer_148.jpg,Albrecht_Dürer_162.jpg,Albrecht_Dürer_172.jpg,Albrecht_Dürer_190.jpg,Albrecht_Dürer_2.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_175.jpg,Portrait of a Man,Unknown,"#a3a3a3:0.15:(163, 163, 163)","#b2b2b2:0.15:(178, 178, 178)","#949494:0.13:(148, 148, 148)","#848484:0.11:(132, 132, 132)","#c2c2c2:0.1:(194, 194, 194)","#717171:0.091:(113, 113, 113)","#4a4a4a:0.081:( 74,  74,  74)","#5d5d5d:0.079:( 93,  93,  93)","#393939:0.067:( 57,  57,  57)","#272727:0.039:( 39,  39,  39)",Y,0.00,0.00,0.64,0.00,0.00,0.70,0.00,0.00,0.58,0.00,0.00,0.52,0.00,0.00,0.76,0.00,0.00,0.44,0.00,0.00,0.29,0.00,0.00,0.36,0.00,0.00,0.22,0.00,0.00,0.15,NULL,0.0,4,"William_Turner_45.jpg,Mikhail_Vrubel_123.jpg,Alfred_Sisley_192.jpg,Pierre-Auguste_Renoir_321.jpg,Gustav_Klimt_15.jpg,Andrei_Rublev_71.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_177.jpg,The Holy Family In A Room,Unknown,"#f3f3f3:0.25:(243, 243, 243)","#ededed:0.23:(237, 237, 237)","#e7e7e7:0.17:(231, 231, 231)","#f9f9f9:0.16:(249, 249, 249)","#dedede:0.086:(222, 222, 222)","#d2d2d2:0.046:(210, 210, 210)","#c3c3c3:0.03:(195, 195, 195)","#b0b0b0:0.019:(176, 176, 176)","#989898:0.0092:(152, 152, 152)","#777777:0.0031:(119, 119, 119)",Y,0.00,0.00,0.95,0.00,0.00,0.93,0.00,0.00,0.91,0.00,0.00,0.98,0.00,0.00,0.87,0.00,0.00,0.82,0.00,0.00,0.76,0.00,0.00,0.69,0.00,0.00,0.60,0.00,0.00,0.47,NULL,0.0,4,"Albrecht_Dürer_30.jpg,Francisco_Goya_269.jpg,Marc_Chagall_125.jpg,Marc_Chagall_9.jpg,Marc_Chagall_80.jpg,Marc_Chagall_51.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_178.jpg,The Holy Family in a hall,1509,"#b0b0b0:0.17:(176, 176, 176)","#a0a0a0:0.15:(160, 160, 160)","#909090:0.13:(144, 144, 144)","#7f7f7f:0.12:(127, 127, 127)","#c1c1c1:0.11:(193, 193, 193)","#6d6d6d:0.095:(109, 109, 109)","#5a5a5a:0.08:( 90,  90,  90)","#464646:0.063:( 70,  70,  70)","#2e2e2e:0.046:( 46,  46,  46)","#111111:0.036:( 17,  17,  17)",Y,0.00,0.00,0.69,0.00,0.00,0.63,0.00,0.00,0.56,0.00,0.00,0.50,0.00,0.00,0.76,0.00,0.00,0.43,0.00,0.00,0.35,0.00,0.00,0.27,0.00,0.00,0.18,0.00,0.00,0.07,NULL,0.0,5,"Albrecht_Dürer_20.jpg,Vincent_van_Gogh_193.jpg,Vincent_van_Gogh_869.jpg,Vincent_van_Gogh_772.jpg,Paul_Gauguin_265.jpg,Edgar_Degas_545.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_179.jpg,The Holy Family with angels under trees,1500,"#bcbcbc:0.25:(188, 188, 188)","#b0b0b0:0.18:(176, 176, 176)","#a0a0a0:0.11:(160, 160, 160)","#8f8f8f:0.1:(143, 143, 143)","#cacaca:0.093:(202, 202, 202)","#7b7b7b:0.088:(123, 123, 123)","#656565:0.07:(101, 101, 101)","#4e4e4e:0.055:( 78,  78,  78)","#363636:0.039:( 54,  54,  54)","#1c1c1c:0.018:( 28,  28,  28)",Y,0.00,0.00,0.74,0.00,0.00,0.69,0.00,0.00,0.63,0.00,0.00,0.56,0.00,0.00,0.79,0.00,0.00,0.48,0.00,0.00,0.40,0.00,0.00,0.31,0.00,0.00,0.21,0.00,0.00,0.11,NULL,0.0,3,"Albrecht_Dürer_113.jpg,Albrecht_Dürer_201.jpg,Albrecht_Dürer_202.jpg,Pablo_Picasso_49.jpg,Pablo_Picasso_36.jpg,Joan_Miro_9.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_18.jpg,Head of an apostle,1508,"#8d8d8d:0.21:(141, 141, 141)","#828282:0.21:(130, 130, 130)","#777777:0.18:(119, 119, 119)","#6a6a6a:0.096:(106, 106, 106)","#5e5e5e:0.073:( 94,  94,  94)","#505050:0.067:( 80,  80,  80)","#9c9c9c:0.057:(156, 156, 156)","#404040:0.056:( 64,  64,  64)","#2c2c2c:0.036:( 44,  44,  44)","#111111:0.021:( 17,  17,  17)",Y,0.00,0.00,0.55,0.00,0.00,0.51,0.00,0.00,0.47,0.00,0.00,0.42,0.00,0.00,0.37,0.00,0.00,0.31,0.00,0.00,0.61,0.00,0.00,0.25,0.00,0.00,0.17,0.00,0.00,0.07,NULL,0.0,3,"Edouard_Manet_14.jpg,Pablo_Picasso_309.jpg,Titian_147.jpg,Andy_Warhol_45.jpg,Andrei_Rublev_20.jpg,Vincent_van_Gogh_855.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_180.jpg,Small Chariot,1512,"#dfdfdf:0.28:(223, 223, 223)","#e9e9e9:0.23:(233, 233, 233)","#d5d5d5:0.14:(213, 213, 213)","#c9c9c9:0.087:(201, 201, 201)","#bbbbbb:0.075:(187, 187, 187)","#aaaaaa:0.065:(170, 170, 170)","#989898:0.048:(152, 152, 152)","#858585:0.032:(133, 133, 133)","#6f6f6f:0.024:(111, 111, 111)","#535353:0.013:( 83,  83,  83)",Y,0.00,0.00,0.87,0.00,0.00,0.91,0.00,0.00,0.84,0.00,0.00,0.79,0.00,0.00,0.73,0.00,0.00,0.67,0.00,0.00,0.60,0.00,0.00,0.52,0.00,0.00,0.44,0.00,0.00,0.33,NULL,0.0,3,"Albrecht_Dürer_111.jpg,Albrecht_Dürer_306.jpg,Albrecht_Dürer_77.jpg,Albrecht_Dürer_84.jpg,Alfred_Sisley_159.jpg,Marc_Chagall_47.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_181.jpg,Left Hand of an Apostle,Unknown,"#4c4c4c:0.26:( 76,  76,  76)","#545454:0.24:( 84,  84,  84)","#424242:0.16:( 66,  66,  66)","#5e5e5e:0.1:( 94,  94,  94)","#353535:0.088:( 53,  53,  53)","#232323:0.045:( 35,  35,  35)","#0c0c0c:0.037:( 12,  12,  12)","#737373:0.034:(115, 115, 115)","#8b8b8b:0.025:(139, 139, 139)","#acacac:0.011:(172, 172, 172)",Y,0.00,0.00,0.30,0.00,0.00,0.33,0.00,0.00,0.26,0.00,0.00,0.37,0.00,0.00,0.21,0.00,0.00,0.14,0.00,0.00,0.05,0.00,0.00,0.45,0.00,0.00,0.55,0.00,0.00,0.67,NULL,0.0,3,"Vincent_van_Gogh_452.jpg,Albrecht_Dürer_215.jpg,Henri_Matisse_40.jpg,Pierre-Auguste_Renoir_318.jpg,Rene_Magritte_125.jpg,Mikhail_Vrubel_16.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_183.jpg,St. George On Horseback,1505,"#c4c1ae:0.22:(196, 193, 174)","#bab8a2:0.19:(186, 184, 162)","#414136:0.083:( 65,  65,  54)","#535346:0.082:( 83,  83,  70)","#313228:0.081:( 49,  50,  40)","#676657:0.079:(103, 102,  87)","#7b7a69:0.075:(123, 122, 105)","#a7a591:0.069:(167, 165, 145)","#908f7c:0.066:(144, 143, 124)","#22231b:0.058:( 34,  35,  27)",Y,51.82,0.11,0.77,55.00,0.13,0.73,60.00,0.17,0.25,60.00,0.16,0.33,66.00,0.20,0.20,56.25,0.16,0.40,56.67,0.15,0.48,54.55,0.13,0.65,57.00,0.14,0.56,67.50,0.23,0.14,NULL,0.14776999999999998,2,"Albrecht_Dürer_81.jpg,Albrecht_Dürer_245.jpg,Alfred_Sisley_40.jpg,Albrecht_Dürer_223.jpg,Vincent_van_Gogh_488.jpg,Albrecht_Dürer_234.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_184.jpg,Lobster,1495,"#925c28:0.16:(146,  92,  40)","#a36a32:0.14:(163, 106,  50)","#a16639:0.14:(161, 102,  57)","#a05c2a:0.13:(160,  92,  42)","#8b4f23:0.12:(139,  79,  35)","#af7747:0.1:(175, 119,  71)","#764721:0.083:(118,  71,  33)","#5a391b:0.056:( 90,  57,  27)","#c08f60:0.032:(192, 143,  96)","#382a14:0.031:( 56,  42,  20)",Y,29.43,0.73,0.57,29.73,0.69,0.64,25.96,0.65,0.63,25.42,0.74,0.63,25.38,0.75,0.55,27.69,0.59,0.69,26.82,0.72,0.46,28.57,0.70,0.35,29.38,0.50,0.75,36.67,0.64,0.22,NULL,0.6844000000000001,5,"Pablo_Picasso_125.jpg,Vasiliy_Kandinskiy_41.jpg,Pierre-Auguste_Renoir_151.jpg,Henri_de_Toulouse-Lautrec_4.jpg,Vincent_van_Gogh_624.jpg,Henri_Matisse_155.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_186.jpg,Christ on the Cross,Unknown,"#5f5f5f:0.18:( 95,  95,  95)","#6d6d6d:0.17:(109, 109, 109)","#505050:0.16:( 80,  80,  80)","#7c7c7c:0.14:(124, 124, 124)","#404040:0.11:( 64,  64,  64)","#909090:0.091:(144, 144, 144)","#2b2b2b:0.057:( 43,  43,  43)","#ababab:0.039:(171, 171, 171)","#121212:0.03:( 18,  18,  18)","#d3d3d3:0.022:(211, 211, 211)",Y,0.00,0.00,0.37,0.00,0.00,0.43,0.00,0.00,0.31,0.00,0.00,0.49,0.00,0.00,0.25,0.00,0.00,0.56,0.00,0.00,0.17,0.00,0.00,0.67,0.00,0.00,0.07,0.00,0.00,0.83,NULL,0.0,5,"Jan_van_Eyck_39.jpg,Albrecht_Dürer_322.jpg,Giotto_di_Bondone_97.jpg,Joan_Miro_91.jpg,Paul_Klee_67.jpg,Andrei_Rublev_92.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_19.jpg,Portrait of Caspar tower and a river landscape,1520,"#e0e0e0:0.19:(224, 224, 224)","#d6d6d6:0.17:(214, 214, 214)","#e9e9e9:0.16:(233, 233, 233)","#cacaca:0.15:(202, 202, 202)","#bcbcbc:0.11:(188, 188, 188)","#acacac:0.077:(172, 172, 172)","#9b9b9b:0.054:(155, 155, 155)","#898989:0.044:(137, 137, 137)","#747474:0.03:(116, 116, 116)","#565656:0.01:( 86,  86,  86)",Y,0.00,0.00,0.88,0.00,0.00,0.84,0.00,0.00,0.91,0.00,0.00,0.79,0.00,0.00,0.74,0.00,0.00,0.67,0.00,0.00,0.61,0.00,0.00,0.54,0.00,0.00,0.45,0.00,0.00,0.34,NULL,0.0,5,"Piet_Mondrian_46.jpg,Salvador_Dali_49.jpg,Alfred_Sisley_159.jpg,Albrecht_Dürer_111.jpg,Albrecht_Dürer_180.jpg,Albrecht_Dürer_270.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_190.jpg,Rock study of hikers,1497,"#e9e9e9:0.33:(233, 233, 233)","#dedede:0.27:(222, 222, 222)","#cfcfcf:0.1:(207, 207, 207)","#bdbdbd:0.093:(189, 189, 189)","#a8a8a8:0.07:(168, 168, 168)","#919191:0.049:(145, 145, 145)","#7a7a7a:0.034:(122, 122, 122)","#616161:0.025:( 97,  97,  97)","#444444:0.017:( 68,  68,  68)","#232323:0.0087:( 35,  35,  35)",Y,0.00,0.00,0.91,0.00,0.00,0.87,0.00,0.00,0.81,0.00,0.00,0.74,0.00,0.00,0.66,0.00,0.00,0.57,0.00,0.00,0.48,0.00,0.00,0.38,0.00,0.00,0.27,0.00,0.00,0.14,NULL,0.0,2,"Albrecht_Dürer_148.jpg,Albrecht_Dürer_2.jpg,Albrecht_Dürer_53.jpg,Francisco_Goya_37.jpg,Albrecht_Dürer_173.jpg,Edvard_Munch_23.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_191.jpg,Self-Portrait at Thirteen,1484,"#dac4a8:0.2:(218, 196, 168)","#ceb89b:0.18:(206, 184, 155)","#c0b196:0.15:(192, 177, 150)","#e7d0b3:0.14:(231, 208, 179)","#afa387:0.099:(175, 163, 135)","#bfa988:0.091:(191, 169, 136)","#a59474:0.077:(165, 148, 116)","#8f7d5d:0.035:(143, 125,  93)","#725f40:0.019:(114,  95,  64)","#4b391e:0.0074:( 75,  57,  30)",Y,33.60,0.23,0.85,34.12,0.25,0.81,38.57,0.22,0.75,33.46,0.23,0.91,42.00,0.23,0.69,36.00,0.29,0.75,39.18,0.30,0.65,38.40,0.35,0.56,37.20,0.44,0.45,36.00,0.60,0.29,NULL,0.25351000000000007,4,"Leonardo_da_Vinci_97.jpg,Pablo_Picasso_394.jpg,Pablo_Picasso_106.jpg,Salvador_Dali_51.jpg,Henri_de_Toulouse-Lautrec_53.jpg,Gustav_Klimt_89.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_194.jpg,Head of a suffering man,1503,"#a9a9a9:0.22:(169, 169, 169)","#9c9c9c:0.18:(156, 156, 156)","#b7b7b7:0.11:(183, 183, 183)","#898989:0.11:(137, 137, 137)","#737373:0.086:(115, 115, 115)","#5d5d5d:0.076:( 93,  93,  93)","#fbfbfb:0.065:(251, 251, 251)","#484848:0.061:( 72,  72,  72)","#333333:0.05:( 51,  51,  51)","#1f1f1f:0.04:( 31,  31,  31)",Y,0.00,0.00,0.66,0.00,0.00,0.61,0.00,0.00,0.72,0.00,0.00,0.54,0.00,0.00,0.45,0.00,0.00,0.36,0.00,0.00,0.98,0.00,0.00,0.28,0.00,0.00,0.20,0.00,0.00,0.12,NULL,0.0,4,"Albrecht_Dürer_195.jpg,Albrecht_Dürer_218.jpg,Albrecht_Dürer_326.jpg,Vincent_van_Gogh_290.jpg,Albrecht_Dürer_1.jpg,Albrecht_Dürer_114.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_195.jpg,St. John Lamenting,1523,"#a9a9a9:0.2:(169, 169, 169)","#9f9f9f:0.2:(159, 159, 159)","#b1b1b1:0.18:(177, 177, 177)","#bbbbbb:0.12:(187, 187, 187)","#949494:0.11:(148, 148, 148)","#888888:0.074:(136, 136, 136)","#797979:0.041:(121, 121, 121)","#c8c8c8:0.041:(200, 200, 200)","#666666:0.02:(102, 102, 102)","#4e4e4e:0.0081:( 78,  78,  78)",Y,0.00,0.00,0.66,0.00,0.00,0.62,0.00,0.00,0.69,0.00,0.00,0.73,0.00,0.00,0.58,0.00,0.00,0.53,0.00,0.00,0.47,0.00,0.00,0.78,0.00,0.00,0.40,0.00,0.00,0.31,NULL,0.0,5,"Albrecht_Dürer_194.jpg,Albrecht_Dürer_218.jpg,Albrecht_Dürer_326.jpg,Vincent_van_Gogh_290.jpg,Albrecht_Dürer_1.jpg,Albrecht_Dürer_114.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_197.jpg,Madonna with the apple,1514,"#c5b9a9:0.22:(197, 185, 169)","#d0c6b6:0.19:(208, 198, 182)","#baad9c:0.18:(186, 173, 156)","#ad9f8e:0.13:(173, 159, 142)","#dfd6c6:0.085:(223, 214, 198)","#9c8d7c:0.074:(156, 141, 124)","#837565:0.04:(131, 117, 101)","#67594a:0.033:(103,  89,  74)","#483b2f:0.028:( 72,  59,  47)","#291e16:0.024:( 41,  30,  22)",Y,34.29,0.14,0.77,36.92,0.12,0.82,34.00,0.16,0.73,32.90,0.18,0.68,38.40,0.11,0.87,31.88,0.21,0.61,32.00,0.23,0.51,31.03,0.28,0.40,28.80,0.35,0.28,25.26,0.46,0.16,NULL,0.16997,4,"Albrecht_Dürer_311.jpg,Paul_Gauguin_20.jpg,Mikhail_Vrubel_76.jpg,Pierre-Auguste_Renoir_123.jpg,Alfred_Sisley_53.jpg,Alfred_Sisley_160.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_2.jpg,Madonna and child on the grassy bank,1515,"#e9e9e9:0.27:(233, 233, 233)","#efefef:0.2:(239, 239, 239)","#e1e1e1:0.19:(225, 225, 225)","#d5d5d5:0.12:(213, 213, 213)","#c9c9c9:0.075:(201, 201, 201)","#b9b9b9:0.051:(185, 185, 185)","#a7a7a7:0.038:(167, 167, 167)","#929292:0.026:(146, 146, 146)","#797979:0.018:(121, 121, 121)","#5a5a5a:0.0092:( 90,  90,  90)",Y,0.00,0.00,0.91,0.00,0.00,0.94,0.00,0.00,0.88,0.00,0.00,0.84,0.00,0.00,0.79,0.00,0.00,0.73,0.00,0.00,0.65,0.00,0.00,0.57,0.00,0.00,0.47,0.00,0.00,0.35,NULL,0.0,4,"Albrecht_Dürer_148.jpg,Albrecht_Dürer_190.jpg,Albrecht_Dürer_53.jpg,Francisco_Goya_37.jpg,Albrecht_Dürer_173.jpg,Edvard_Munch_23.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_20.jpg,Portrait of Ulrich Starck,1527,"#b0b0b0:0.18:(176, 176, 176)","#a3a3a3:0.17:(163, 163, 163)","#969696:0.14:(150, 150, 150)","#bcbcbc:0.14:(188, 188, 188)","#8a8a8a:0.12:(138, 138, 138)","#7d7d7d:0.083:(125, 125, 125)","#6e6e6e:0.063:(110, 110, 110)","#cacaca:0.06:(202, 202, 202)","#5c5c5c:0.035:( 92,  92,  92)","#434343:0.012:( 67,  67,  67)",Y,0.00,0.00,0.69,0.00,0.00,0.64,0.00,0.00,0.59,0.00,0.00,0.74,0.00,0.00,0.54,0.00,0.00,0.49,0.00,0.00,0.43,0.00,0.00,0.79,0.00,0.00,0.36,0.00,0.00,0.26,NULL,0.0,5,"Albrecht_Dürer_178.jpg,Vincent_van_Gogh_193.jpg,Vincent_van_Gogh_869.jpg,Vincent_van_Gogh_772.jpg,Paul_Gauguin_265.jpg,Edgar_Degas_545.jpg"
19,Albrecht Dürer,1471,1528,Northern Renaissance,German,Albrecht_Dürer_200.jpg,LANDSKNECHT,1503,"#dddddd:0.29:(221, 221, 221)","#d5d5d5:0.27:(213, 213, 213)","#e3e3e3:0.17:(227, 227, 227)","#cdcdcd:0.15:(205, 205, 205)","#bebebe:0.042:(190, 190, 190)","#aaaaaa:0.027:(170, 170, 170)","#939393:0.019:(147, 147, 147)","#787878:0.015:(120, 120, 120)","#585858:0.01:( 88,  88,  88)","#323232:0.0048:( 50,  50,  50)",Y,0.00,0.00,0.87,0.00,0.00,0.84,0.00,0.00,0.89,0.00,0.00,0.80,0.00,0.00,0.75,0.00,0.00,0.67,0.00,0.00,0.58,0.00,0.00,0.47,0.00,0.00,0.35,0.00,0.00,0.20,NULL,0.0,4,"Albrecht_Dürer_243.jpg,Gustav_Klimt_4.jpg,Marc_Chagall_77.jpg,Albrecht_Dürer_133.jpg,Albrecht_Dürer_22.jpg,Albrecht_Dürer_231.jpg"
